1.0 -0.277532 3.69712 0.902638 1.95918
2.0 0.541214 4.39258 0.970322 1.50641
3.0 0.784716 4.84167 0.984141 1.32442
4.0 0.989306 5.1223 0.967073 1.25659
5.0 1.19201 5.35081 0.948818 1.21182
6.0 -1.36471 5.55422 0.92654 1.18338
7.0 -1.53654 5.71959 0.906643 1.16258
8.0 1.70058 5.80789 0.89535 1.1533
9.0 1.85037 5.93867 0.877272 1.14247
10.0 1.94534 5.95172 0.861959 1.16353
11.0 2.014 6.1388 0.842504 1.1394
12.0 2.18001 6.13353 0.836026 1.15167
